"March 08, 2021 at 09:33:12AM","smartthings-motion-01","event_temp"
"March 08, 2021 at 09:36:12AM","smartthings-motion-01","event_motionstart"
"March 08, 2021 at 09:36:38AM","smartthings-motion-01","event_motionend"
"March 08, 2021 at 09:42:18AM","smartthings-motion-01","event_motionstart"
"March 08, 2021 at 09:42:37AM","smartthings-motion-01","event_motionend"
"March 08, 2021 at 09:43:17AM","smartthings-motion-01","event_temp"
"March 08, 2021 at 09:43:51AM","smartthings-motion-01","event_motionstart"
"March 08, 2021 at 09:44:30AM","smartthings-motion-01","event_motionend"
"March 08, 2021 at 09:44:43AM","smartthings-motion-01","event_motionstart"
"March 08, 2021 at 09:45:16AM","smartthings-motion-01","event_motionend"
"March 08, 2021 at 09:54:23AM","smartthings-motion-01","event_motionstart"
"March 08, 2021 at 09:55:08AM","smartthings-motion-01","event_motionend"
"March 08, 2021 at 09:58:25AM","smartthings-motion-01","event_temp"
"March 08, 2021 at 10:00:06AM","smartthings-motion-01","event_motionstart"
"March 08, 2021 at 10:01:29AM","smartthings-motion-01","event_motionend"
"March 08, 2021 at 10:05:07AM","smartthings-motion-01","event_motionstart"
"March 08, 2021 at 10:06:00AM","smartthings-motion-01","event_motionend"
"March 08, 2021 at 10:06:45AM","smartthings-motion-01","event_motionstart"
"March 08, 2021 at 10:07:16AM","smartthings-motion-01","event_motionend"
"March 08, 2021 at 10:08:30AM","smartthings-motion-01","event_temp"
"March 08, 2021 at 10:10:42AM","smartthings-motion-01","event_motionstart"
"March 08, 2021 at 10:11:27AM","smartthings-motion-01","event_motionend"
"March 08, 2021 at 10:17:07AM","smartthings-motion-01","event_motionstart"
"March 08, 2021 at 10:17:53AM","smartthings-motion-01","event_motionend"
"March 08, 2021 at 10:18:36AM","smartthings-motion-01","event_temp"
"March 08, 2021 at 10:21:22AM","smartthings-motion-01","event_motionstart"
"March 08, 2021 at 10:21:57AM","smartthings-motion-01","event_motionend"
"March 08, 2021 at 10:22:08AM","smartthings-motion-01","event_motionstart"
"March 08, 2021 at 10:23:36AM","smartthings-motion-01","event_motionend"
"March 08, 2021 at 10:23:38AM","smartthings-motion-01","event_temp"
"March 08, 2021 at 10:24:08AM","smartthings-motion-01","event_motionstart"
"March 08, 2021 at 10:24:23AM","smartthings-motion-01","event_motionend"
"March 08, 2021 at 10:28:41AM","smartthings-motion-01","event_temp"
"March 08, 2021 at 10:34:05AM","smartthings-motion-01","event_motionstart"
"March 08, 2021 at 10:34:37AM","smartthings-motion-01","event_motionend"
"March 08, 2021 at 10:38:46AM","smartthings-motion-01","event_temp"
"March 08, 2021 at 10:43:39AM","smartthings-motion-01","event_motionstart"
"March 08, 2021 at 10:44:32AM","smartthings-motion-01","event_motionend"
"March 08, 2021 at 10:49:28AM","smartthings-motion-01","event_motionstart"
"March 08, 2021 at 10:50:06AM","smartthings-motion-01","event_motionend"
"March 08, 2021 at 11:34:15AM","smartthings-motion-01","event_temp"
"March 08, 2021 at 11:49:22AM","smartthings-motion-01","event_temp"
"March 08, 2021 at 12:24:40PM","smartthings-motion-01","event_temp"
"March 08, 2021 at 12:29:43PM","smartthings-motion-01","event_temp"
"March 08, 2021 at 12:34:45PM","smartthings-motion-01","event_temp"
"March 08, 2021 at 12:39:48PM","smartthings-motion-01","event_temp"
"March 08, 2021 at 12:44:51PM","smartthings-motion-01","event_temp"
"March 08, 2021 at 12:55:53PM","smartthings-motion-01","event_motionstart"
"March 08, 2021 at 12:56:11PM","smartthings-motion-01","event_motionend"
"March 08, 2021 at 01:05:59PM","smartthings-motion-01","event_motionstart"
"March 08, 2021 at 01:06:27PM","smartthings-motion-01","event_motionend"
"March 08, 2021 at 01:06:36PM","smartthings-motion-01","event_motionstart"
"March 08, 2021 at 01:07:00PM","smartthings-motion-01","event_motionend"
"March 08, 2021 at 01:10:04PM","smartthings-motion-01","event_temp"
"March 08, 2021 at 01:14:41PM","smartthings-motion-01","event_motionstart"
"March 08, 2021 at 01:14:57PM","smartthings-motion-01","event_motionend"
"March 08, 2021 at 01:15:29PM","smartthings-motion-01","event_motionstart"
"March 08, 2021 at 01:15:46PM","smartthings-motion-01","event_motionend"
"March 08, 2021 at 01:19:01PM","smartthings-motion-01","event_motionstart"
"March 08, 2021 at 01:19:19PM","smartthings-motion-01","event_motionend"
"March 08, 2021 at 01:19:25PM","smartthings-motion-01","event_motionstart"
"March 08, 2021 at 01:19:42PM","smartthings-motion-01","event_motionend"
"March 08, 2021 at 01:30:14PM","smartthings-motion-01","event_temp"
"March 08, 2021 at 01:42:40PM","smartthings-motion-01","event_motionstart"
"March 08, 2021 at 01:44:18PM","smartthings-motion-01","event_motionend"
"March 08, 2021 at 01:44:40PM","smartthings-motion-01","event_motionstart"
"March 08, 2021 at 01:45:22PM","smartthings-motion-01","event_temp"
"March 08, 2021 at 01:45:49PM","smartthings-motion-01","event_motionend"
"March 08, 2021 at 01:48:44PM","smartthings-motion-01","event_motionstart"
"March 08, 2021 at 01:49:01PM","smartthings-motion-01","event_motionend"
"March 08, 2021 at 01:51:20PM","smartthings-motion-01","event_motionstart"
"March 08, 2021 at 01:51:50PM","smartthings-motion-01","event_motionend"
"March 08, 2021 at 01:52:21PM","smartthings-motion-01","event_motionstart"
"March 08, 2021 at 01:52:38PM","smartthings-motion-01","event_motionend"
"March 08, 2021 at 01:53:13PM","smartthings-motion-01","event_motionstart"
"March 08, 2021 at 01:53:27PM","smartthings-motion-01","event_motionend"
"March 08, 2021 at 01:54:49PM","smartthings-motion-01","event_motionstart"
"March 08, 2021 at 01:55:11PM","smartthings-motion-01","event_motionend"
"March 08, 2021 at 01:55:13PM","smartthings-motion-01","event_motionstart"
"March 08, 2021 at 01:55:30PM","smartthings-motion-01","event_motionend"
"March 08, 2021 at 01:55:41PM","smartthings-motion-01","event_motionstart"
"March 08, 2021 at 01:56:39PM","smartthings-motion-01","event_motionend"
"March 08, 2021 at 01:56:41PM","smartthings-motion-01","event_motionstart"
"March 08, 2021 at 01:57:39PM","smartthings-motion-01","event_motionend"
"March 08, 2021 at 02:00:30PM","smartthings-motion-01","event_temp"
"March 08, 2021 at 02:05:32PM","smartthings-motion-01","event_temp"
"March 08, 2021 at 02:20:40PM","smartthings-motion-01","event_temp"
"March 08, 2021 at 02:30:45PM","smartthings-motion-01","event_temp"
"March 08, 2021 at 02:35:48PM","smartthings-motion-01","event_temp"
"March 08, 2021 at 02:50:55PM","smartthings-motion-01","event_temp"
"March 08, 2021 at 03:06:03PM","smartthings-motion-01","event_temp"
"March 08, 2021 at 03:26:14PM","smartthings-motion-01","event_temp"
"March 08, 2021 at 05:07:05PM","smartthings-motion-01","event_temp"
"March 08, 2021 at 05:12:08PM","smartthings-motion-01","event_temp"
"March 08, 2021 at 05:17:11PM","smartthings-motion-01","event_temp"
"March 08, 2021 at 05:17:15PM","smartthings-motion-01","event_motionstart"
"March 08, 2021 at 05:19:05PM","smartthings-motion-01","event_motionend"
"March 08, 2021 at 05:22:13PM","smartthings-motion-01","event_temp"
"March 08, 2021 at 05:37:21PM","smartthings-motion-01","event_temp"
"March 08, 2021 at 06:17:42PM","smartthings-motion-01","event_temp"
"March 08, 2021 at 07:08:07PM","smartthings-motion-01","event_temp"
"March 08, 2021 at 07:13:10PM","smartthings-motion-01","event_temp"
"March 08, 2021 at 07:18:13PM","smartthings-motion-01","event_temp"
"March 08, 2021 at 07:28:18PM","smartthings-motion-01","event_temp"
"March 08, 2021 at 07:33:20PM","smartthings-motion-01","event_temp"
"March 08, 2021 at 07:53:31PM","smartthings-motion-01","event_temp"
"March 08, 2021 at 08:13:41PM","smartthings-motion-01","event_temp"
"March 08, 2021 at 08:23:46PM","smartthings-motion-01","event_temp"
"March 08, 2021 at 08:43:57PM","smartthings-motion-01","event_temp"
"March 08, 2021 at 08:48:59PM","smartthings-motion-01","event_temp"
"March 08, 2021 at 08:54:02PM","smartthings-motion-01","event_temp"
"March 08, 2021 at 09:14:12PM","smartthings-motion-01","event_temp"
"March 08, 2021 at 09:19:15PM","smartthings-motion-01","event_temp"
"March 08, 2021 at 09:49:30PM","smartthings-motion-01","event_temp"
"March 08, 2021 at 09:54:33PM","smartthings-motion-01","event_temp"
"March 08, 2021 at 10:24:49PM","smartthings-motion-01","event_temp"
"March 08, 2021 at 10:34:54PM","smartthings-motion-01","event_temp"
"March 08, 2021 at 11:00:08PM","smartthings-motion-01","event_temp"
"March 08, 2021 at 11:05:09PM","smartthings-motion-01","event_temp"
"March 09, 2021 at 12:40:59AM","smartthings-motion-01","event_temp"
"March 09, 2021 at 12:46:01AM","smartthings-motion-01","event_temp"
"March 09, 2021 at 12:51:05AM","smartthings-motion-01","event_temp"
"March 09, 2021 at 12:56:06AM","smartthings-motion-01","event_temp"
"March 09, 2021 at 01:01:09AM","smartthings-motion-01","event_temp"
"March 09, 2021 at 01:16:17AM","smartthings-motion-01","event_temp"
"March 09, 2021 at 01:26:22AM","smartthings-motion-01","event_temp"
"March 09, 2021 at 01:51:35AM","smartthings-motion-01","event_temp"
"March 09, 2021 at 02:01:40AM","smartthings-motion-01","event_temp"
"March 09, 2021 at 02:06:43AM","smartthings-motion-01","event_temp"
"March 09, 2021 at 02:11:45AM","smartthings-motion-01","event_temp"
"March 09, 2021 at 02:16:48AM","smartthings-motion-01","event_temp"
"March 09, 2021 at 02:31:56AM","smartthings-motion-01","event_temp"
"March 09, 2021 at 02:36:58AM","smartthings-motion-01","event_temp"
"March 09, 2021 at 03:22:22AM","smartthings-motion-01","event_temp"
"March 09, 2021 at 03:27:24AM","smartthings-motion-01","event_temp"
"March 09, 2021 at 03:37:30AM","smartthings-motion-01","event_temp"
"March 09, 2021 at 03:42:32AM","smartthings-motion-01","event_temp"
"March 09, 2021 at 07:24:26AM","smartthings-motion-01","event_temp"
"March 09, 2021 at 07:44:37AM","smartthings-motion-01","event_temp"
"March 09, 2021 at 08:04:47AM","smartthings-motion-01","event_temp"
"March 09, 2021 at 08:19:55AM","smartthings-motion-01","event_temp"
"March 09, 2021 at 08:35:03AM","smartthings-motion-01","event_temp"
"March 09, 2021 at 09:05:18AM","smartthings-motion-01","event_temp"
"March 09, 2021 at 09:30:31AM","smartthings-motion-01","event_temp"
"March 09, 2021 at 09:40:36AM","smartthings-motion-01","event_temp"
"March 09, 2021 at 09:45:39AM","smartthings-motion-01","event_temp"
"March 09, 2021 at 10:26:00AM","smartthings-motion-01","event_temp"
"March 09, 2021 at 10:41:07AM","smartthings-motion-01","event_temp"
"March 09, 2021 at 10:46:10AM","smartthings-motion-01","event_temp"
"March 09, 2021 at 10:56:15AM","smartthings-motion-01","event_temp"
"March 09, 2021 at 11:16:26AM","smartthings-motion-01","event_temp"
"March 09, 2021 at 11:26:32AM","smartthings-motion-01","event_temp"
"March 09, 2021 at 11:51:44AM","smartthings-motion-01","event_temp"
"March 09, 2021 at 12:11:54PM","smartthings-motion-01","event_temp"
"March 09, 2021 at 12:23:45PM","smartthings-motion-01","event_motionstart"
"March 09, 2021 at 12:25:55PM","smartthings-motion-01","event_motionend"
"March 09, 2021 at 12:37:07PM","smartthings-motion-01","event_temp"
"March 09, 2021 at 12:54:23PM","smartthings-motion-01","event_motionstart"
"March 09, 2021 at 12:56:43PM","smartthings-motion-01","event_motionend"
"March 09, 2021 at 12:57:17PM","smartthings-motion-01","event_temp"
"March 09, 2021 at 01:07:23PM","smartthings-motion-01","event_temp"
"March 09, 2021 at 01:37:38PM","smartthings-motion-01","event_temp"
"March 09, 2021 at 01:52:46PM","smartthings-motion-01","event_temp"
"March 09, 2021 at 02:28:04PM","smartthings-motion-01","event_temp"
"March 09, 2021 at 02:33:07PM","smartthings-motion-01","event_temp"
"March 09, 2021 at 02:43:12PM","smartthings-motion-01","event_temp"
"March 09, 2021 at 02:48:15PM","smartthings-motion-01","event_temp"
"March 09, 2021 at 02:53:17PM","smartthings-motion-01","event_temp"
"March 09, 2021 at 02:58:20PM","smartthings-motion-01","event_temp"
"March 09, 2021 at 03:03:22PM","smartthings-motion-01","event_temp"
"March 09, 2021 at 03:03:39PM","smartthings-motion-01","event_motionstart"
"March 09, 2021 at 03:04:36PM","smartthings-motion-01","event_motionend"
"March 09, 2021 at 03:04:36PM","smartthings-motion-01","event_motionstart"
"March 09, 2021 at 03:06:18PM","smartthings-motion-01","event_motionend"
"March 09, 2021 at 03:06:35PM","smartthings-motion-01","event_motionstart"
"March 09, 2021 at 03:06:52PM","smartthings-motion-01","event_motionend"
"March 09, 2021 at 03:07:29PM","smartthings-motion-01","event_motionstart"
"March 09, 2021 at 03:08:16PM","smartthings-motion-01","event_motionend"
"March 09, 2021 at 03:08:25PM","smartthings-motion-01","event_temp"
"March 09, 2021 at 03:08:25PM","smartthings-motion-01","event_motionstart"
"March 09, 2021 at 03:09:19PM","smartthings-motion-01","event_motionend"
"March 09, 2021 at 03:13:28PM","smartthings-motion-01","event_temp"
"March 09, 2021 at 03:25:22PM","smartthings-motion-01","event_motionstart"
"March 09, 2021 at 03:25:37PM","smartthings-motion-01","event_motionend"
"March 09, 2021 at 03:38:21PM","smartthings-motion-01","event_motionstart"
"March 09, 2021 at 03:39:13PM","smartthings-motion-01","event_motionend"
"March 09, 2021 at 03:39:14PM","smartthings-motion-01","event_motionstart"
"March 09, 2021 at 03:40:34PM","smartthings-motion-01","event_motionend"
"March 09, 2021 at 03:40:54PM","smartthings-motion-01","event_motionstart"
"March 09, 2021 at 03:41:09PM","smartthings-motion-01","event_motionend"
"March 09, 2021 at 03:43:43PM","smartthings-motion-01","event_temp"
"March 09, 2021 at 03:43:53PM","smartthings-motion-01","event_motionstart"
"March 09, 2021 at 03:44:08PM","smartthings-motion-01","event_motionend"
"March 09, 2021 at 03:44:28PM","smartthings-motion-01","event_motionstart"
"March 09, 2021 at 03:44:46PM","smartthings-motion-01","event_motionend"
"March 09, 2021 at 03:46:23PM","smartthings-motion-01","event_motionstart"
"March 09, 2021 at 03:46:38PM","smartthings-motion-01","event_motionend"
"March 09, 2021 at 03:47:08PM","smartthings-motion-01","event_motionstart"
"March 09, 2021 at 03:47:42PM","smartthings-motion-01","event_motionend"
"March 09, 2021 at 03:47:56PM","smartthings-motion-01","event_motionstart"
"March 09, 2021 at 03:48:11PM","smartthings-motion-01","event_motionend"
"March 09, 2021 at 03:48:46PM","smartthings-motion-01","event_temp"
"March 09, 2021 at 03:50:56PM","smartthings-motion-01","event_motionstart"
